Surface,Normalized,Reading,Dictionary,POS1,POS2,POS3,POS4,Conj_Type,Conj,OOV,B_Split,A_Split
プライバシー保護,プライバシー保護,プライバシーホゴ,プライバシー保護,名詞,普通名詞,一般,*,*,*,False,プライバシー-保護,プライバシー-保護
ため,為,タメ,ため,名詞,普通名詞,副詞可能,*,*,*,False,*,*
措置,措置,ソチ,措置,名詞,普通名詞,サ変可能,*,*,*,False,*,*
TVer,TVer,ティーバー,TVer,名詞,固有名詞,一般,*,*,*,False,*,*
プライバシー,プライバシー,プライバシー,プライバシー,名詞,普通名詞,一般,*,*,*,False,*,*
ガイド,ガイド,ガイド,ガイド,名詞,普通名詞,サ変可能,*,*,*,False,*,*
Privacy,プライバシー,プライバシー,privacy,名詞,普通名詞,一般,*,*,*,False,*,*
Guide,ガイド,ガイド,GUIDE,名詞,普通名詞,サ変可能,*,*,*,False,*,*
コーポレートサイト,コーポレートサイト,コーポレートサイト,コーポレートサイト,名詞,固有名詞,一般,*,*,*,False,コーポレート-サイト,コーポレート-サイト
プライバシーポリシー,プライバシーポリシー,プライバシーポリシー,プライバシーポリシー,名詞,固有名詞,一般,*,*,*,False,プライバシー-ポリシー,プライバシー-ポリシー
パーソナルデータ,パーソナルデータ,パーソナルデータ,パーソナルデータ,名詞,固有名詞,一般,*,*,*,False,パーソナル-データ,パーソナル-データ
って,って,ッテ,って,助詞,副助詞,*,*,*,*,False,*,*
？,?,?,?,補助記号,句点,*,*,*,*,False,*,*
パーソナルデータ,パーソナルデータ,パーソナルデータ,パーソナルデータ,名詞,固有名詞,一般,*,*,*,False,パーソナル-データ,パーソナル-データ
どう,どう,ドウ,どう,副詞,*,*,*,*,*,False,*,*
やっ,遣る,ヤッ,やる,動詞,非自立可能,*,*,五段-ラ行,連用形-促音便,False,*,*
取得,取得,シュトク,取得,名詞,普通名詞,サ変可能,*,*,*,False,*,*
する,為る,スル,する,動詞,非自立可能,*,*,サ行変格,連体形-一般,False,*,*
？,?,?,?,補助記号,句点,*,*,*,*,False,*,*
どんな,どんな,ドンナ,どんな,連体詞,*,*,*,*,*,False,*,*
データ,データ,データ,データ,名詞,普通名詞,一般,*,*,*,False,*,*
取得,取得,シュトク,取得,名詞,普通名詞,サ変可能,*,*,*,False,*,*
する,為る,スル,する,動詞,非自立可能,*,*,サ行変格,連体形-一般,False,*,*
？,?,?,?,補助記号,句点,*,*,*,*,False,*,*
パーソナルデータ,パーソナルデータ,パーソナルデータ,パーソナルデータ,名詞,固有名詞,一般,*,*,*,False,パーソナル-データ,パーソナル-データ
使う,使う,ツカウ,使う,動詞,一般,*,*,五段-ワア行,連体形-一般,False,*,*
？,?,?,?,補助記号,句点,*,*,*,*,False,*,*
TVer,TVer,ティーバー,TVer,名詞,固有名詞,一般,*,*,*,False,*,*
ID,ID,アイディー,ID,名詞,普通名詞,一般,*,*,*,False,*,*
って,って,ッテ,って,助詞,副助詞,*,*,*,*,False,*,*
？,?,?,?,補助記号,句点,*,*,*,*,False,*,*
TVer,TVer,ティーバー,TVer,名詞,固有名詞,一般,*,*,*,False,*,*
ID,ID,アイディー,ID,名詞,普通名詞,一般,*,*,*,False,*,*
連携,連携,レンケイ,連携,名詞,普通名詞,サ変可能,*,*,*,False,*,*
サービス,サービス,サービス,サービス,名詞,普通名詞,サ変可能,*,*,*,False,*,*
その,其の,ソノ,その,連体詞,*,*,*,*,*,False,*,*
他,他,タ,他,名詞,普通名詞,副詞可能,*,*,*,False,*,*
関連,関連,カンレン,関連,名詞,普通名詞,サ変可能,*,*,*,False,*,*
情報,情報,ジョウホウ,情報,名詞,普通名詞,一般,*,*,*,False,*,*
プライバシー,プライバシー,プライバシー,プライバシー,名詞,普通名詞,一般,*,*,*,False,*,*
